,carat,cut,color,clarity,depth,table,price,volume
15170,1.29,4,0,1,61.9,57.0,6097.0,213.569664
15171,1.29,4,0,1,61.5,57.0,6097.0,213.49439999999998
15172,1.01,3,1,2,59.9,61.0,6097.0,162.9212
15173,1.01,2,0,3,63.3,57.0,6097.0,163.523295
15174,1.01,3,1,2,61.1,59.0,6097.0,159.89554
15175,1.01,3,1,2,62.0,59.0,6097.0,163.78098
15176,1.01,3,1,2,63.0,58.0,6097.0,164.806044
15177,1.01,3,1,2,62.4,58.0,6097.0,163.17025200000003
15178,1.01,3,1,2,62.7,58.0,6097.0,163.99295999999998
15179,1.01,1,1,2,63.6,59.0,6097.0,161.98665600000004
15180,1.01,3,1,2,62.1,60.0,6097.0,162.35235600000001
15181,1.21,3,0,1,61.7,56.0,6098.0,197.72134799999998
15183,1.0,1,1,2,63.8,58.0,6098.0,159.55219200000002
15185,1.2,2,1,1,62.6,58.0,6098.0,193.01236200000002
15186,1.12,2,1,1,61.3,63.0,6098.0,184.77080400000003
15187,1.21,4,0,1,61.1,56.0,6098.0,200.145084
15188,1.21,3,0,1,58.8,60.0,6098.0,199.18005
15189,1.1,3,1,1,60.7,55.0,6098.0,182.96685
15190,1.29,2,0,2,61.3,58.0,6099.0,211.29856
15191,1.23,4,0,2,62.2,55.0,6100.0,199.597188
15192,1.31,2,0,2,63.7,55.0,6101.0,216.00333600000002
15193,1.07,2,0,2,61.9,60.0,6101.0,171.04932000000002
15194,1.02,2,1,2,60.3,60.0,6103.0,167.99529600000002
15195,1.02,2,0,2,61.5,57.0,6104.0,162.80320000000003
15197,1.01,4,0,2,61.7,57.0,6104.0,166.76604000000003
15198,1.01,2,0,2,61.9,56.0,6105.0,160.77606
15199,1.21,4,1,1,61.8,57.0,6105.0,198.189882
15200,1.15,4,0,1,62.4,54.0,6106.0,190.51032
15201,1.01,3,1,2,59.2,56.0,6108.0,159.165648
15202,1.01,3,0,2,60.6,61.0,6108.0,156.37632
15203,1.01,2,0,2,63.1,60.0,6108.0,160.5264
15204,1.01,3,0,2,62.9,58.0,6108.0,160.62543
15205,1.01,4,0,2,62.4,56.0,6108.0,162.91848300000004
15207,1.01,2,0,2,63.1,59.0,6108.0,164.29504
15208,1.01,3,0,2,62.4,58.0,6108.0,163.17424200000002
15209,1.01,4,0,2,61.8,56.0,6108.0,164.80782
15210,1.01,4,0,2,62.7,56.0,6108.0,165.17255399999996
15211,1.01,4,0,2,61.9,55.0,6108.0,168.120854
15212,1.01,3,0,2,62.0,59.0,6108.0,161.439696
15213,1.01,3,0,2,61.6,60.0,6108.0,166.340916
15215,1.01,3,0,2,62.1,54.0,6108.0,164.94660000000002
15216,1.01,3,0,2,61.5,60.0,6108.0,163.97964
15217,1.01,3,0,2,59.2,59.0,6108.0,166.711184
15218,1.01,1,0,2,64.0,59.0,6109.0,159.947073
15219,1.12,4,0,2,61.8,55.0,6110.0,183.29056
15220,1.15,2,1,1,62.5,59.0,6110.0,184.23724800000002
15221,1.24,4,1,1,61.7,57.0,6111.0,201.46105000000003
15222,1.07,3,1,1,60.2,55.0,6112.0,177.86435199999997
15223,1.62,1,0,1,64.2,62.0,6112.0,256.91136900000004
15224,1.04,4,1,1,61.9,57.0,6112.0,172.004616
15225,1.18,4,0,1,62.5,55.0,6112.0,192.55775599999998
15226,1.25,2,0,1,62.4,55.0,6113.0,202.47298499999997
15228,1.06,4,1,1,61.8,56.0,6114.0,174.01554
15229,1.0,2,1,2,63.4,57.0,6115.0,161.58470400000002
15230,1.5,2,0,1,63.2,52.0,6115.0,241.92604799999998
15231,1.0,3,0,2,62.0,62.0,6115.0,159.118476
15232,1.0,3,0,2,59.2,60.0,6115.0,167.90795999999997
15235,1.12,3,0,2,61.6,58.0,6115.0,100.97448000000001
15236,1.04,3,1,1,59.9,56.0,6115.0,174.2433
15237,1.0,3,0,2,60.6,59.0,6115.0,162.662256
15238,1.27,3,0,2,62.6,59.0,6116.0,205.96464000000003
15239,1.29,3,0,1,61.1,59.0,6116.0,208.625795
15240,1.33,4,0,2,61.3,57.0,6118.0,218.97378
15241,1.07,2,1,2,62.5,57.0,6120.0,176.7018
15242,1.22,3,1,1,61.5,58.0,6121.0,197.543304
15243,1.22,3,1,1,62.5,55.0,6121.0,201.87882000000002
15244,1.1,3,0,2,59.6,60.0,6121.0,180.096
15245,1.22,3,0,2,61.1,58.0,6121.0,198.51048000000003
15246,1.04,3,0,2,60.0,58.0,6122.0,171.01446
15247,1.04,3,0,2,62.2,58.0,6122.0,166.55936
15248,1.03,4,0,2,61.2,56.0,6123.0,168.9311
15249,1.07,3,1,1,63.0,57.0,6124.0,174.707469
15250,0.9,1,1,3,64.2,56.0,6124.0,141.78063199999997
15251,1.35,4,0,1,61.9,56.0,6124.0,220.67651999999998
15252,1.24,3,1,1,62.6,59.0,6125.0,197.551536
15253,1.21,2,1,1,62.3,59.0,6125.0,192.385212
15254,1.24,3,1,1,61.4,62.0,6125.0,202.448128
15255,1.02,2,0,2,62.0,59.0,6126.0,164.03769
15256,1.29,2,1,1,61.9,58.0,6126.0,213.266298
15257,1.01,1,0,2,62.7,60.0,6126.0,156.52428
15258,1.53,3,0,1,60.1,59.0,6126.0,254.36399999999998
15259,1.19,2,0,1,62.8,57.0,6127.0,192.154941
15260,1.01,2,1,2,62.7,60.0,6128.0,160.22604399999997
15261,1.06,4,0,2,61.8,57.0,6128.0,172.79564799999997
15262,1.11,4,1,1,61.3,56.0,6129.0,185.495584
15264,1.2,3,0,1,58.9,60.0,6129.0,200.23426800000001
15265,1.2,3,0,1,61.0,58.0,6129.0,198.79776
15266,1.2,3,0,1,61.2,57.0,6129.0,196.30066200000002
15267,1.2,3,0,1,62.9,56.0,6129.0,195.24432
15268,1.2,3,0,1,62.1,58.0,6129.0,190.62153600000002
15269,1.2,2,1,1,61.4,58.0,6130.0,196.78176
15270,1.05,2,0,2,59.5,56.0,6132.0,175.117536
15271,1.01,2,1,1,63.6,56.0,6132.0,161.72793000000001
15272,1.12,2,1,1,59.9,57.0,6132.0,186.63007999999996
15273,1.5,3,0,1,61.5,58.0,6132.0,244.17763199999996
15274,1.01,4,0,2,59.8,61.0,6132.0,166.04406
15275,1.01,4,0,2,60.4,61.0,6132.0,163.92675000000003
15276,1.22,4,1,1,61.7,54.9,6132.0,200.11104
15277,1.01,4,1,1,61.1,55.0,6132.0,167.472068
15278,1.0,3,0,3,62.3,60.0,6132.0,157.36675200000002
15279,1.5,3,0,1,62.9,57.0,6132.0,241.53729600000003
15280,1.16,3,0,1,62.5,58.0,6132.0,188.36731600000002
15281,1.04,4,0,2,62.2,57.0,6133.0,168.95936200000003
15282,1.0,4,0,2,61.2,60.0,6133.0,162.2304
15283,1.13,4,0,1,62.0,55.0,6133.0,186.01462
15284,1.09,4,1,1,61.9,57.0,6133.0,177.18501600000002
15285,1.09,4,1,1,62.7,56.0,6133.0,177.83774
15286,1.24,2,0,2,60.0,58.0,6134.0,206.09148000000002
15287,1.21,4,0,2,63.0,57.0,6134.0,190.73493000000002
15288,1.21,4,0,2,62.0,60.0,6135.0,195.41469599999996
15289,1.66,4,1,1,62.1,58.0,6135.0,270.61776
15290,1.31,3,0,2,60.7,58.0,6137.0,215.8471
15291,1.04,2,1,1,58.9,58.0,6138.0,175.10272200000003
15292,1.51,2,1,1,62.0,58.0,6139.0,245.12988499999997
15293,1.17,4,0,2,61.5,57.0,6139.0,195.9216
15294,1.4,4,0,1,62.7,57.0,6139.0,225.460582
15295,1.3,2,0,1,62.8,58.0,6140.0,212.77733399999997
15296,1.2,4,1,1,60.2,57.0,6140.0,198.342144
15297,1.29,3,0,1,62.1,57.0,6140.0,210.64410800000002
15298,1.29,3,0,1,62.1,58.0,6140.0,212.025058
15299,1.29,3,0,1,62.2,58.0,6140.0,212.84028
15300,1.29,3,0,1,62.0,59.0,6140.0,212.961196
15302,1.04,2,0,2,61.2,55.0,6141.0,172.038624
15303,1.12,4,0,1,60.3,57.0,6143.0,186.719568
15304,1.14,3,0,2,61.9,58.0,6144.0,186.29183999999998
15305,1.4,2,0,1,63.5,58.0,6145.0,224.430405
15306,1.24,3,0,1,58.9,58.0,6145.0,204.592176
15307,1.03,4,0,2,59.6,57.0,6146.0,173.3655
15308,1.05,3,0,2,61.8,58.0,6146.0,171.57886200000002
15309,1.1,4,1,1,61.4,55.0,6146.0,181.68597999999997
15310,1.03,3,0,2,62.1,57.0,6146.0,166.14720000000003
15311,1.03,3,0,2,62.3,57.0,6146.0,168.692979
15312,1.4,3,1,1,62.4,57.0,6147.0,227.684784
15314,1.32,1,0,2,62.6,62.0,6147.0,211.500112
15315,1.37,2,0,1,62.4,58.0,6148.0,218.68
15316,1.3,2,1,1,61.1,58.0,6149.0,209.71828800000003
15317,1.3,2,1,1,61.1,58.0,6149.0,209.71828800000003
15318,1.22,3,0,2,60.6,58.0,6149.0,200.062863
15322,1.01,2,0,2,62.8,58.0,6152.0,161.13934200000003
15323,1.01,2,0,2,61.9,58.0,6152.0,166.92
15324,1.23,4,0,1,62.4,57.0,6152.0,197.38529999999997
15326,1.22,3,0,1,62.4,58.0,6153.0,195.766736
15327,1.03,2,1,2,62.3,59.0,6153.0,164.862
15328,1.09,3,0,2,60.6,62.0,6153.0,176.69668799999997
15329,1.0,3,1,2,62.5,54.0,6154.0,157.52205
15330,1.22,3,0,2,59.3,59.0,6156.0,201.98894399999998
15332,1.19,2,1,1,61.1,58.0,6157.0,197.17804800000002
15333,1.02,4,1,1,61.3,56.0,6157.0,168.83445600000005
15335,1.02,4,1,1,62.8,56.0,6158.0,165.84094800000003
15336,1.01,4,0,2,61.6,57.0,6159.0,163.470384
15337,1.01,2,1,2,62.7,56.0,6159.0,164.24599099999998
15338,1.01,2,1,2,62.5,59.0,6159.0,163.8384
15339,1.01,2,1,2,62.0,59.0,6159.0,162.60961200000003
15340,1.01,2,1,2,61.5,57.0,6159.0,164.22912000000002
15341,1.01,1,1,2,63.1,60.0,6159.0,160.7724
15342,1.01,2,1,2,61.3,61.0,6159.0,157.75188
15343,1.01,2,1,2,61.7,57.0,6159.0,162.960336
15344,1.01,3,1,2,60.7,60.0,6159.0,170.05812600000002
15346,1.18,3,0,1,61.6,59.0,6159.0,191.112768
15347,1.0,3,0,2,61.9,58.0,6160.0,164.55111000000002
15348,1.2,4,0,1,61.5,54.0,6160.0,198.59108999999998
15350,1.27,2,0,1,63.2,56.0,6162.0,207.57785600000003
15352,1.01,3,0,2,62.4,59.0,6163.0,160.83661
15353,1.17,3,0,2,62.4,57.0,6163.0,188.92961400000002
15354,1.03,2,0,2,62.9,56.0,6164.0,167.96767499999999
15355,1.28,3,0,1,60.0,60.0,6164.0,208.844424
15356,1.28,3,0,1,62.0,57.0,6164.0,209.86560000000003
15357,1.01,3,1,2,63.0,58.0,6165.0,162.70976
15358,1.05,4,0,2,62.6,56.0,6165.0,169.79625000000001
15359,1.23,1,0,1,60.7,61.0,6165.0,201.12246
15360,0.3,4,0,3,61.3,56.0,605.0,50.102430000000005
15361,0.3,3,0,2,59.6,59.0,605.0,49.42392
15362,0.3,2,0,2,61.7,60.0,605.0,47.727136
15363,0.3,4,0,2,61.5,56.0,605.0,49.22427999999999
15364,0.3,1,0,2,63.6,55.0,605.0,50.24210099999999
15365,0.3,2,0,2,61.7,56.0,605.0,49.411362000000004
15366,0.3,2,0,2,62.0,60.0,605.0,47.79561600000001
15367,0.3,4,1,2,60.9,56.0,605.0,49.610879999999995
15368,0.3,2,0,2,62.1,60.0,605.0,48.3148
15369,0.3,3,1,2,62.5,58.0,605.0,48.681576
15370,0.3,3,1,2,60.6,60.0,605.0,50.72206
15371,0.3,4,1,2,62.1,55.0,605.0,48.839195999999994
15372,0.27,2,1,3,61.2,60.0,606.0,44.23536
15373,0.4,2,0,2,62.1,57.0,606.0,64.639456
15374,0.36,2,0,1,61.8,57.8,606.0,58.171496
15375,0.4,4,0,2,61.3,56.0,606.0,66.945519
15376,0.35,3,0,1,62.5,58.0,606.0,57.357954
15377,0.35,4,0,1,61.3,54.0,606.0,57.172367999999985
15378,0.35,1,0,1,63.6,56.0,606.0,58.50495000000001
15379,0.38,2,0,2,60.1,60.0,606.0,62.026464
15380,0.3,4,1,2,61.8,55.0,606.0,50.362559999999995
15381,0.3,4,1,2,59.5,56.0,606.0,50.299137
15382,0.41,1,0,2,64.3,55.0,606.0,65.92502
15383,0.37,4,1,1,61.4,56.0,606.0,60.7476
15384,0.32,2,0,3,64.0,55.0,607.0,51.93334499999999
15385,0.29,2,0,3,61.6,56.0,607.0,47.43457599999999
15386,0.29,2,0,3,62.0,55.0,607.0,48.54349499999999
15387,0.29,2,0,3,61.5,57.0,607.0,47.43457599999999
15388,0.29,2,0,3,61.4,56.0,607.0,47.65780000000001
15389,0.29,4,0,3,61.6,55.0,607.0,48.36031199999999
15390,1.29,2,0,2,62.8,58.0,6166.0,207.22501799999998
15391,1.04,2,1,2,59.6,62.0,6166.0,170.668896
15392,1.04,2,0,3,59.1,60.0,6166.0,172.30751999999998
15393,1.1,4,1,2,60.0,57.0,6166.0,183.252784
15394,1.2,2,0,2,62.4,56.0,6167.0,192.842184
15395,1.08,2,0,2,62.0,57.0,6168.0,172.95929999999998
15396,1.12,4,1,1,61.6,56.0,6168.0,185.39528700000002
15397,1.02,2,0,2,63.4,59.0,6169.0,159.264
15398,1.2,4,0,1,61.9,54.0,6169.0,197.32104000000004
15399,1.06,2,1,1,59.8,56.0,6169.0,176.00395799999998
15400,1.02,3,0,2,62.7,58.0,6169.0,166.35840000000002
15401,1.02,2,0,2,63.2,57.0,6169.0,165.219032
15402,1.02,4,0,2,62.8,57.0,6169.0,167.290744
15403,1.02,3,0,2,59.2,59.0,6169.0,171.785376
15404,1.02,3,0,2,62.1,59.0,6169.0,165.89079999999998
15405,1.02,3,0,2,60.5,54.0,6169.0,168.16572000000002
15406,1.02,3,0,2,59.8,58.0,6169.0,168.690144
15407,1.02,4,0,2,61.9,53.0,6169.0,169.3224
15408,1.32,3,0,1,62.3,58.0,6171.0,213.33392800000001
15409,1.32,3,0,1,62.2,58.0,6171.0,214.55385600000002
15410,1.51,2,0,1,63.2,58.0,6171.0,242.2602
15411,1.23,3,1,1,62.4,60.0,6172.0,196.05590400000003
15412,1.51,3,0,1,61.3,55.0,6173.0,247.05532800000003
15413,1.04,4,0,3,61.4,57.0,6173.0,167.115424
15414,1.05,1,1,1,63.7,59.0,6174.0,167.115168
15415,1.05,3,1,1,59.3,58.0,6174.0,179.192336
15417,1.49,4,1,1,62.6,54.0,6175.0,243.20077600000002
15418,1.38,3,0,2,60.2,59.0,6175.0,228.52983600000002
15419,1.01,1,1,2,64.2,60.0,6176.0,163.33724
15421,1.01,3,1,2,62.6,58.0,6176.0,165.93595200000001
15422,1.01,4,0,2,62.9,57.0,6176.0,165.583431
15423,1.01,1,1,2,64.0,58.0,6176.0,157.64111999999997
15424,1.01,3,1,1,62.0,60.0,6176.0,161.44128
15425,1.04,4,0,2,62.6,55.0,6177.0,169.535025
15426,1.04,4,0,2,61.4,57.0,6177.0,169.78
15427,1.04,2,0,2,61.9,57.0,6177.0,168.3799
15428,1.04,3,0,2,62.5,58.0,6177.0,167.656463
15429,1.2,2,0,2,62.0,57.0,6177.0,194.096577
15430,1.04,2,0,2,61.8,56.0,6177.0,168.64055
15431,1.0,1,0,2,62.4,62.0,6177.0,159.675516
15432,1.11,1,1,1,61.4,57.5,6178.0,179.883936
15433,1.03,4,1,1,62.4,57.0,6178.0,168.17673600000003
15434,1.21,4,0,1,61.1,57.0,6180.0,198.22026000000002
15435,1.21,3,0,1,61.8,58.0,6180.0,195.24169700000002
15436,1.05,3,0,2,62.8,58.0,6181.0,169.428672
15437,1.37,3,1,1,62.8,57.0,6181.0,224.826816
15438,1.05,3,0,2,61.8,58.0,6181.0,174.01554
15439,1.2,3,1,2,61.4,58.0,6182.0,190.944
15440,1.2,1,0,1,64.2,60.0,6182.0,188.826232
15441,1.0,1,1,2,63.2,59.0,6183.0,160.01999999999998
15442,1.0,2,1,2,62.2,57.0,6183.0,164.19648
15443,1.0,1,0,3,63.5,60.0,6183.0,161.07335999999998
15444,1.0,2,1,2,62.9,59.0,6183.0,166.46015999999997
15445,1.53,3,0,1,62.8,58.0,6183.0,248.01431200000002
15446,1.23,4,0,1,61.1,58.0,6183.0,199.56494600000002
15447,1.03,3,1,2,62.5,59.0,6183.0,166.20609599999997
15448,1.03,4,1,1,62.1,56.0,6183.0,169.21970000000002
15449,1.22,3,0,2,62.7,59.0,6184.0,198.316734
15450,1.54,4,0,1,61.6,55.0,6186.0,251.26774
15451,1.26,4,0,3,61.4,60.0,6186.0,204.88044
15452,1.0,1,0,2,63.9,60.0,6187.0,161.62019999999998
15454,1.21,2,0,2,62.9,57.0,6189.0,195.534
15455,1.21,2,0,2,62.9,57.0,6189.0,195.534
15456,1.0,1,1,2,60.8,61.0,6189.0,156.78144
15457,1.0,1,1,2,62.8,61.0,6189.0,158.82143799999997
15458,1.0,2,1,2,61.2,61.0,6190.0,158.24835
15459,1.21,2,0,1,62.2,60.0,6190.0,188.761694
15460,1.33,4,0,2,62.4,55.0,6190.0,217.26548999999994
15461,1.21,4,1,1,62.0,57.0,6190.0,196.747029
15462,1.18,4,0,2,62.3,55.6,6191.0,191.533108
15463,1.02,4,1,1,62.3,57.0,6191.0,165.1216
15464,1.2,2,0,2,62.6,59.0,6192.0,189.09954000000002
15465,1.0,1,1,2,62.4,60.0,6192.0,154.59813599999998
15466,1.14,2,1,1,61.3,62.0,6194.0,187.612271
15467,1.21,2,0,1,62.2,56.0,6194.0,192.954825
15468,1.0,1,0,3,63.7,52.0,6194.0,165.92413200000001
15469,1.54,3,0,2,60.9,61.0,6194.0,253.89227499999998
15470,1.58,3,1,1,59.1,59.0,6194.0,262.893312
15471,1.02,2,1,1,60.2,58.0,6195.0,166.382832
15472,1.01,2,1,2,59.1,59.0,6196.0,171.08987000000002
15473,1.0,2,1,1,60.3,58.0,6196.0,163.00284000000002
15474,1.05,4,1,1,60.7,60.0,6196.0,169.801664
15475,1.19,3,0,2,62.6,56.0,6198.0,195.6513
15476,1.2,2,0,1,62.4,60.0,6199.0,190.2285
15477,1.23,3,0,2,59.3,59.0,6199.0,207.72969799999996
15478,1.23,4,0,1,60.6,56.0,6199.0,201.70416
15479,1.35,4,0,1,62.3,57.0,6199.0,221.053455
15480,1.23,4,0,1,62.1,56.0,6199.0,198.08008
15481,1.07,4,1,1,62.3,56.0,6200.0,172.591818
15482,1.22,4,0,2,61.4,58.0,6201.0,198.120495
15483,1.54,3,0,2,59.3,59.0,6202.0,252.213
15484,1.16,3,0,2,62.3,56.0,6202.0,189.486884
15485,1.33,2,0,2,62.5,61.0,6203.0,214.925724
15486,1.08,4,1,1,61.3,56.0,6203.0,182.22422399999996
15487,1.01,2,0,2,62.5,59.0,6204.0,160.33162600000003
15488,1.01,2,1,2,59.2,60.0,6204.0,161.489664
15489,1.02,2,0,2,61.4,56.5,6204.0,165.41719600000002
15490,1.04,3,0,2,62.3,54.0,6206.0,172.58857
15491,1.23,3,0,2,61.1,60.0,6206.0,202.55566500000003
15492,1.0,2,1,1,61.4,60.0,6207.0,162.39104000000003
15493,1.0,2,0,2,62.7,59.0,6208.0,160.479968
15494,0.9,2,1,2,62.2,58.0,6208.0,145.330116
15495,1.0,3,0,3,62.8,57.0,6209.0,159.718196
15496,1.12,4,0,2,62.1,57.0,6209.0,179.84538
15497,1.0,4,1,2,62.8,57.0,6209.0,158.81985
15498,1.0,3,1,2,61.6,55.0,6209.0,159.96200399999998
15499,1.1,3,1,2,60.0,59.0,6209.0,175.20756
15500,1.0,1,1,2,63.8,58.0,6209.0,159.55219200000002
15501,1.0,3,0,2,62.9,56.0,6209.0,163.21822799999998
15502,1.2,1,1,2,64.0,56.0,6209.0,184.53544200000002
15504,1.2,4,0,2,62.1,56.5,6210.0,196.74576000000002
15505,1.28,3,0,1,62.1,62.0,6210.0,200.179104
15507,1.06,2,0,2,60.1,58.0,6212.0,177.15519999999998
15508,1.06,1,0,2,63.1,59.0,6212.0,170.52768000000003
15509,1.01,2,0,2,60.2,58.0,6213.0,167.321322
15510,1.07,3,0,2,61.9,60.0,6213.0,171.04932000000002
15511,1.03,3,0,2,62.3,59.0,6214.0,163.428804
15512,1.52,3,0,1,62.2,59.0,6214.0,243.99283199999996
15513,1.24,3,0,1,60.1,58.0,6215.0,208.25868799999998
15514,1.02,3,1,2,61.9,62.0,6215.0,164.288828
15516,1.48,3,0,1,59.7,59.0,6216.0,245.76820800000002
15517,1.0,3,0,2,61.6,54.0,6216.0,167.28234600000002
15518,1.22,3,0,2,60.3,59.0,6217.0,198.053856
15519,1.06,2,0,2,59.4,59.0,6217.0,174.93918
15520,1.03,2,1,2,63.4,62.0,6218.0,160.42165399999996
15521,1.02,3,1,2,62.7,59.0,6220.0,166.360012
15522,1.01,3,0,2,62.7,58.0,6221.0,159.322452
15523,1.01,2,1,2,62.9,58.0,6221.0,166.50415600000002
15524,1.01,2,1,2,63.0,60.0,6221.0,160.12668
15525,1.01,1,1,2,62.5,58.0,6221.0,159.17299200000002
15526,1.01,1,1,2,63.7,56.0,6221.0,157.7532
15527,1.01,1,1,2,62.6,58.0,6221.0,159.827436
15529,1.12,4,0,2,61.8,55.0,6222.0,183.29056
15530,1.0,1,1,2,63.1,57.0,6223.0,160.78080000000003
15531,1.62,1,0,1,64.2,62.0,6223.0,256.91136900000004
15532,1.21,3,1,1,61.5,58.0,6223.0,195.63348000000002
15533,1.47,3,0,1,60.0,58.0,6223.0,236.72704000000002
15534,1.05,2,1,1,59.7,57.0,6224.0,177.059454
15535,1.5,3,0,1,61.8,60.0,6224.0,236.9822
15536,1.5,1,0,1,63.8,56.0,6224.0,238.26230999999999
15537,1.09,4,0,2,61.8,55.0,6225.0,177.99326399999998
15538,1.09,4,0,2,61.4,56.0,6225.0,179.17198200000004
15539,1.31,4,0,1,62.3,56.0,6225.0,212.23649999999998
15540,1.21,2,0,1,60.2,58.0,6229.0,198.63043199999998
15541,1.03,3,0,2,58.9,59.0,6229.0,170.91165
15542,1.03,4,0,2,60.3,56.0,6229.0,170.93141999999997
15543,1.25,3,0,1,62.2,60.0,6230.0,196.92256000000003
15544,0.9,4,1,2,61.7,56.0,6230.0,147.461894
15545,1.24,4,0,1,62.0,58.0,6232.0,199.7092
15546,1.07,3,1,2,62.5,57.0,6232.0,176.7018
15547,1.04,2,0,2,63.4,55.0,6232.0,170.15054400000002
15548,1.23,2,1,1,61.9,58.0,6233.0,193.06686
15549,1.0,4,0,2,58.9,60.0,6235.0,165.85416400000003
15550,1.31,3,0,2,62.3,56.0,6236.0,216.15037199999998
15551,1.31,3,0,1,61.4,60.0,6236.0,212.39679999999998
15552,1.28,3,0,1,62.6,58.0,6236.0,207.04587800000002
15553,1.34,2,0,2,61.7,59.0,6237.0,219.348654
15554,1.34,2,0,2,63.0,57.0,6237.0,211.85622
15555,1.22,3,1,1,61.5,58.0,6237.0,195.92369999999997
15556,0.9,4,0,3,62.9,56.0,6237.0,146.366883
15557,1.53,1,0,1,63.9,59.0,6238.0,243.19492799999995
15558,1.02,3,0,2,62.0,59.0,6238.0,164.03769
15559,1.02,3,1,2,61.4,59.0,6238.0,164.74233600000002
15560,1.01,2,0,2,60.5,60.0,6239.0,164.596096
15561,1.01,2,0,2,60.7,63.0,6239.0,158.42816
15562,1.01,3,0,2,59.9,59.0,6239.0,164.09887200000003
15563,1.01,4,0,2,61.6,56.0,6239.0,164.905066
15564,1.26,4,0,1,62.0,55.0,6239.0,206.31897
15565,1.06,4,0,2,61.8,57.0,6240.0,172.79564799999997
15566,1.03,4,0,2,61.8,56.0,6241.0,170.364384
15567,1.11,4,1,1,61.3,56.0,6241.0,185.495584
15568,1.01,3,1,2,62.3,58.0,6244.0,161.08672
15569,1.01,3,1,2,61.5,58.0,6244.0,163.978056
15570,1.0,2,1,2,62.9,59.0,6245.0,159.21034799999998
15571,1.56,1,0,1,64.0,57.0,6246.0,248.86243200000004
15572,1.56,1,0,1,63.7,54.0,6246.0,250.912095
15573,1.3,3,0,2,62.7,58.0,6246.0,209.20455
15575,1.0,1,1,2,62.4,58.0,6248.0,160.83264
15576,1.21,2,1,1,62.4,58.0,6248.0,196.053784
15577,1.0,2,0,3,62.6,56.0,6249.0,162.15519600000002
15578,1.06,4,1,1,61.7,55.1,6249.0,175.24908799999997
15579,1.03,4,1,1,61.9,57.0,6250.0,172.268832
15580,1.01,1,1,2,60.8,63.0,6250.0,163.081408
15581,1.22,1,0,1,63.5,56.0,6250.0,200.045376
15582,1.2,3,0,2,60.7,60.0,6250.0,195.193856
15583,1.2,3,1,1,62.4,58.0,6250.0,194.442525
15584,1.2,3,0,2,59.9,59.0,6250.0,197.95492799999997
15585,1.0,1,1,2,64.0,58.0,6250.0,155.357433
15586,1.5,3,0,1,61.1,59.0,6250.0,245.63038499999996
15587,1.5,0,0,1,64.6,59.0,6250.0,236.50704000000002
15588,1.39,4,0,2,60.3,57.0,6252.0,229.697688
15589,1.35,3,0,2,60.5,56.0,6254.0,221.66482400000004
15590,1.24,4,0,1,61.3,57.0,6254.0,203.03452000000001
15591,1.04,4,0,2,62.2,56.6,6255.0,167.75741399999998
15592,1.05,4,0,1,61.3,57.0,6255.0,170.3016
15593,1.53,4,0,1,61.8,56.0,6255.0,248.01839999999999
15594,1.14,3,0,2,61.9,58.0,6256.0,186.29183999999998
15595,1.14,3,1,1,58.9,59.0,6256.0,185.964552
15596,1.33,3,1,1,61.0,60.0,6256.0,217.653945
15597,1.24,3,0,2,60.2,58.0,6257.0,202.67616600000002
15598,1.01,2,1,2,58.8,63.0,6257.0,163.98950399999998
15599,1.01,2,1,2,59.2,59.0,6257.0,166.447732
15600,1.01,2,0,3,61.9,58.0,6257.0,164.542752
15601,1.01,4,1,1,62.2,54.0,6257.0,165.636
15602,1.09,4,1,1,62.8,54.0,6259.0,181.32180000000002
15603,1.04,4,1,1,62.6,53.0,6260.0,172.221236
15604,1.38,4,0,1,61.8,56.0,6260.0,226.27659599999998
15605,1.37,3,0,1,62.4,58.0,6260.0,218.68
15606,1.3,3,1,1,61.1,58.0,6261.0,209.71828800000003
15607,1.21,3,1,1,60.0,60.0,6261.0,202.768456
15608,1.21,3,1,1,63.0,57.0,6261.0,191.75400000000002
15609,1.54,1,1,1,63.3,60.0,6261.0,244.32078
15610,1.21,4,1,2,62.6,55.0,6261.0,194.613456
15611,1.0,4,1,2,62.0,56.0,6261.0,161.691552
15612,1.07,2,0,2,62.5,56.0,6262.0,174.24048
15613,1.12,2,1,1,62.9,57.0,6262.0,181.75872
15614,1.0,2,0,2,62.4,60.0,6263.0,162.00311399999998
15615,1.31,2,0,1,61.7,59.0,6263.0,210.28317599999997
15616,1.02,4,0,1,61.8,57.0,6264.0,165.32044399999998
15617,1.01,2,1,2,61.7,60.0,6265.0,162.03690000000003
15618,1.51,1,0,1,63.8,59.0,6266.0,242.165154
15619,1.51,3,0,1,60.0,60.0,6266.0,246.98240000000004
15620,1.0,1,1,2,63.3,55.0,6267.0,159.5144
15621,1.01,2,1,2,63.1,56.0,6267.0,164.55175100000002
15622,1.01,2,1,1,60.8,59.0,6268.0,164.25435000000002
15624,1.01,2,1,1,61.4,59.0,6270.0,160.969263
15625,1.01,2,1,1,63.6,59.0,6270.0,162.901284
15626,1.01,0,0,2,59.1,56.0,6271.0,164.84516
15627,1.01,3,1,2,62.4,56.0,6271.0,162.913695
15628,1.01,3,1,2,58.9,58.0,6271.0,165.597474
15629,1.01,3,1,2,62.7,58.0,6271.0,159.32007000000002
15630,1.01,3,1,2,62.3,58.0,6271.0,157.37148
